value,ignore,type,minVersion,maxVersion,en,de,ru
_Swatch Library Menu Item 102,TRUE,menu,,,Window > Swatch Libraries > Scientific > Analogous,,
_Swatch Library Menu Item 103,TRUE,menu,,,Window > Swatch Libraries > Scientific > Complementary,,
_Swatch Library Menu Item 104,TRUE,menu,,,Window > Swatch Libraries > Scientific > Split Complementary,,
_Swatch Library Menu Item 105,TRUE,menu,,,Window > Swatch Libraries > Scientific > Tetrad,,
_Swatch Library Menu Item 106,TRUE,menu,,,Window > Swatch Libraries > Scientific > Triad,,
_Swatch Library Menu Item 107,TRUE,menu,,,Window > Swatch Libraries > Skintones,,
_Swatch Library Menu Item 108,TRUE,menu,,,Window > Swatch Libraries > System (Macintosh),,
_Swatch Library Menu Item 109,TRUE,menu,,,Window > Swatch Libraries > System (Windows),,
_Swatch Library Menu Item 110,TRUE,menu,,,Window > Swatch Libraries > Textiles,,
_Swatch Library Menu Item 111,TRUE,menu,,,Window > Swatch Libraries > VisiBone2,,
_Swatch Library Menu Item 112,TRUE,menu,,,Window > Swatch Libraries > Web,,
AdobeSwatch_ Other libraries menu item,FALSE,menu,,,Window > Swatch Libraries > Other Library...,Fenster > Farbfeld-Bibliotheken > Andere Bibliothek …,Окно > Библиотеки образцов > Другая библиотека...
_Base Library Menu Item 0,TRUE,menu,,,Window > Symbol Libraries > 3D Symbols,,
_Base Library Menu Item 1,TRUE,menu,,,Window > Symbol Libraries > Arrows,,
_Base Library Menu Item 2,TRUE,menu,,,Window > Symbol Libraries > Artistic Textures,,
_Base Library Menu Item 3,TRUE,menu,,,Window > Symbol Libraries > Celebration,,
_Base Library Menu Item 4,TRUE,menu,,,Window > Symbol Libraries > Charts,,
_Base Library Menu Item 5,TRUE,menu,,,Window > Symbol Libraries > Communication,,
_Base Library Menu Item 6,TRUE,menu,,,Window > Symbol Libraries > Dot Pattern Vector Pack,,
_Base Library Menu Item 7,TRUE,menu,,,Window > Symbol Libraries > Fashion,,
_Base Library Menu Item 8,TRUE,menu,,,Window > Symbol Libraries > Florid Vector Pack,,
_Base Library Menu Item 9,TRUE,menu,,,Window > Symbol Libraries > Flowers,,
_Base Library Menu Item 10,TRUE,menu,,,Window > Symbol Libraries > Grime Vector Pack,,
_Base Library Menu Item 11,TRUE,menu,,,Window > Symbol Libraries > Hair and Fur,,
_Base Library Menu Item 12,TRUE,menu,,,Window > Symbol Libraries > Heirloom,,
_Base Library Menu Item 13,TRUE,menu,,,Window > Symbol Libraries > Illuminate Flow Charts,,
_Base Library Menu Item 14,TRUE,menu,,,Window > Symbol Libraries > Illuminate Org Charts,,
_Base Library Menu Item 15,TRUE,menu,,,Window > Symbol Libraries > Illuminate Ribbons,,
_Base Library Menu Item 16,TRUE,menu,,,Window > Symbol Libraries > Indigenous,,
_Base Library Menu Item 17,TRUE,menu,,,Window > Symbol Libraries > Logo Elements,,
_Base Library Menu Item 18,TRUE,menu,,,Window > Symbol Libraries > Mad Science,,
_Base Library Menu Item 19,TRUE,menu,,,Window > Symbol Libraries > Maps,,
_Base Library Menu Item 20,TRUE,menu,,,Window > Symbol Libraries > Mobile,,
_Base Library Menu Item 21,TRUE,menu,,,Window > Symbol Libraries > Nature,,
_Base Library Menu Item 22,TRUE,menu,,,Window > Symbol Libraries > Regal Vector Pack,,
_Base Library Menu Item 23,TRUE,menu,,,Window > Symbol Libraries > Retro,,
_Base Library Menu Item 24,TRUE,menu,,,Window > Symbol Libraries > Sushi,,
_Base Library Menu Item 25,TRUE,menu,,,Window > Symbol Libraries > Tiki,,
_Base Library Menu Item 26,TRUE,menu,,,Window > Symbol Libraries > Web Buttons and Bars,,
_Base Library Menu Item 27,TRUE,menu,,,Window > Symbol Libraries > Web Icons,,
Adobe Symbol Palette Plugin Other libraries menu item,FALSE,menu,,,Window > Symbol Libraries > Other Library...,Fenster > Symbol-Bibliotheken > Andere Bibliothek …,Окно > Библиотеки символов > Другая библиотека...
helpcontent,FALSE,menu,,,Help > Illustrator Help...,Hilfe > Illustrator-Hilfe …,Справка > Справка программы Illustrator...
supportCommunity,FALSE,menu,26,,Help > Support Community,Hilfe > Support-Community,Справка > Сообщество службы поддержки
wishform,FALSE,menu,25,,Help > Submit Bug/Feature Request...,Hilfe > Fehlermeldung / Funktionswunsch senden …,Справка > Сообщение об ошибке/запрос на добавление новых функций...
System Info,FALSE,menu,,,Help > System Info...,Hilfe > Systeminformationen …,Справка > Информация о системе…
_GenericPluginMenuItem 2,FALSE,menu,,,Help > Manage My Account...,,
_GenericPluginMenuItem 3,FALSE,menu,,,Help > Sign In... / Sign Out...,,
_GenericPluginMenuItem 4,FALSE,menu,,,Help > Updates...,,
Help Menu Beta log file,TRUE,menu,,,Help > Beta log file,,
Adobe Actions Batch,FALSE,menu,,,Palette > Actions > Batch...,Anderes Bedienfeld > Aktionsstapel …,Палитра > Операции > Пакетная обработка…
Adobe New Fill Shortcut,FALSE,menu,,,Palette > Appearance > Add New Fill,Anderes Bedienfeld > Neue Fläche hinzufügen,Палитра > Оформление > Добавить новую заливку
Adobe New Stroke Shortcut,FALSE,menu,,,Palette > Appearance > Add New Stroke,Anderes Bedienfeld > Neue Kontur hinzufügen,Палитра > Оформление > Добавить новую обводку
Adobe New Style Shortcut,FALSE,menu,,,Palette > Graphic Styles > New Graphic Style...,Anderes Bedienfeld > Neuer Grafikstil …,Палитра > Стили графики > Новый стиль графики
AdobeLayerPalette2,FALSE,menu,,,Palette > Layers > New Layer,Anderes Bedienfeld > Neue Ebene,Палитра > Слои > Создать новый слой
AdobeLayerPalette3,FALSE,menu,,,Palette > Layers > New Layer with Dialog...,Anderes Bedienfeld > Neue Ebene mit Dialog …,Палитра > Слои > Создать новый с параметрами...
Adobe Update Link Shortcut,FALSE,menu,,,Palette > Links > Update Link,Anderes Bedienfeld > Verknüpfung aktualisieren,Палитра > Связи > Обновить связь
Adobe New Swatch Shortcut Menu,FALSE,menu,,,Palette > Swatches > New Swatch...,Anderes Bedienfeld > Neues Farbfeld …,Палитра > Образцы > Новый образец
Adobe New Symbol Shortcut,FALSE,menu,,,Palette > Symbols > New Symbol...,Anderes Bedienfeld > Neues Symbol …,Палитра > Символы > Новый символ
about,FALSE,menu,,,About Illustrator...,Über Illustrator …,О программе Illustrator…
preference,FALSE,menu,,,Preferences > General...,Voreinstellungen > Allgemein …,Установки > Основные…
selectPref,FALSE,menu,,,Preferences > Selection & Anchor Display...,Voreinstellungen > Auswahl und Ankerpunkt-Anzeige …,Установки > Отображение выделения и опорных точек…
keyboardPref,FALSE,menu,,,Preferences > Type...,Voreinstellungen > Schrift …,Установки > Текст…
unitundoPref,FALSE,menu,,,Preferences > Units...,Voreinstellungen > Einheit …,Установки > Единицы измерения…
guidegridPref,FALSE,menu,,,Preferences > Guides & Grid...,Voreinstellungen > Hilfslinien und Raster …,Установки > Направляющие и сетка…
snapPref,FALSE,menu,,,Preferences > Smart Guides...,Voreinstellungen > Intelligente Hilfslinien …,Установки > Быстрые направляющие…
slicePref,FALSE,menu,,,Preferences > Slices...,Voreinstellungen > Slices …,Установки > Фрагменты…
hyphenPref,FALSE,menu,,,Preferences > Hyphenation...,Voreinstellungen > Silbentrennung …,Установки > Расстановка переносов…
pluginPref,FALSE,menu,,,Preferences > Plug-ins & Scratch Disks...,Voreinstellungen > Zusatzmodule und virtueller Speicher …,Установки > Внешние модули и рабочие диски…
UIPref,FALSE,menu,,,Preferences > User Interface...,Voreinstellungen > Benutzeroberfläche …,Установки > Интерфейс пользователя…
GPUPerformancePref,FALSE,menu,19,,Preferences > Performance,Voreinstellungen > Leistung …,Установки > Производительность…
FilePref,FALSE,menu,,,Preferences > File Handling...,Voreinstellungen > Dateihandhabung…,Установки > Обработка файлов…
ClipboardPref,FALSE,menu,25,,Preferences > Clipboard Handling,Voreinstellungen > Zwischenablageoptionen …,Установки > Обработка буфера…
BlackPref,FALSE,menu,,,Preferences > Appearance of Black...,Bearbeiten > Voreinstellungen > Aussehen von Schwarz …,Установки > Воспроизведение черного цвета...
DevicesPref,FALSE,menu,24,,Preferences > Devices,Voreinstellungen > Geräte …,Установки > Устройства…
Debug Panel,FALSE,menu,,,Debug Panel,,
Adobe Add Anchor Point Tool,FALSE,tool,24,,Add Anchor Point Tool,Ankerpunkt-hinzufügen-Werkzeug,Инструмент: Добавить опорную точку
Adobe Anchor Point Tool,FALSE,tool,24,,Anchor Point Tool,Ankerpunkt-Werkzeug,Инструмент: Опорная точка
Adobe Arc Tool,FALSE,tool,24,,Arc Tool,Bogen-Werkzeug,Инструмент: Дуга
Adobe Area Graph Tool,FALSE,tool,24,,Area Graph Tool,Flächendiagramm,Инструмент: Диаграмма с областями
Adobe Area Type Tool,FALSE,tool,24,,Area Type Tool,Flächentext-Werkzeug,Инструмент: Текст в области
Adobe Crop Tool,FALSE,tool,24,,Artboard Tool,Zeichenflächen-Werkzeug,Инструмент: Монтажная область
Adobe Bar Graph Tool,FALSE,tool,24,,Bar Graph Tool,Horizontales Balkendiagramm,Инструмент: Диаграмма горизонтальные полосы
Adobe Blend Tool,FALSE,tool,24,,Blend Tool,Angleichen-Werkzeug,Инструмент: Переход
Adobe Bloat Tool,FALSE,tool,24,,Bloat Tool,Aufblasen-Werkzeug,Инструмент: Раздувание
Adobe Blob Brush Tool,FALSE,tool,24,,Blob Brush Tool,Tropfenpinsel-Werkzeug,Инструмент: Кисть-клякса
Adobe Column Graph Tool,FALSE,tool,24,,Column Graph Tool,Vertikales Balkendiagramm,Инструмент: Диаграмма вертикальные полосы
Adobe Cyrstallize Tool,FALSE,tool,24,,Crystallize Tool,Kristallisieren-Werkzeug,Инструмент: Кристаллизация
Adobe Curvature Tool,FALSE,tool,24,,Curvature Tool,Kurvenzeichner,Инструмент: Кривизна
Adobe Delete Anchor Point Tool,FALSE,tool,24,,Delete Anchor Point Tool,Ankerpunkt-löschen-Werkzeug,Инструмент: Удалить опорную точку
Adobe Direct Select Tool,FALSE,tool,24,,Direct Selection Tool,Direktauswahl-Werkzeug,Инструмент: Прямое выделение
Adobe Ellipse Shape Tool,FALSE,tool,24,,Ellipse Tool,Ellipse-Werkzeug,Инструмент: Эллипс
Adobe Eraser Tool,FALSE,tool,24,,Eraser Tool,Radiergummi-Werkzeug,Инструмент: Ластик
Adobe Eyedropper Tool,FALSE,tool,24,,Eyedropper Tool,Pipette-Werkzeug,Инструмент: Пипетка
Adobe Flare Tool,FALSE,tool,24,,Flare Tool,Blendenflecke-Werkzeug,Инструмент: Блик
Adobe Free Transform Tool,FALSE,tool,24,,Free Transform Tool,Frei-transformieren-Werkzeug,Инструмент: Свободное трансформирование
Adobe Gradient Vector Tool,FALSE,tool,24,,Gradient Tool,Verlauf-Werkzeug,Инструмент: Градиент
Adobe Direct Object Select Tool,FALSE,tool,24,,Group Selection Tool,Gruppenauswahl-Werkzeug,Инструмент: Групповое выделение
Adobe Scroll Tool,FALSE,tool,24,,Hand Tool,Hand-Werkzeug,Инструмент: Рука
Adobe Intertwine Zone Marker Tool,FALSE,tool,27,,Intertwine Tool,,
Adobe Corner Join Tool,FALSE,tool,24,,Join Tool,Zusammenfügen-Werkzeug,Инструмент: Соединение
Adobe Knife Tool,FALSE,tool,24,,Knife Tool,Messer-Werkzeug,Инструмент: Нож
Adobe Direct Lasso Tool,FALSE,tool,24,,Lasso Tool,Lasso-Werkzeug,Инструмент: Лассо
Adobe Line Graph Tool,FALSE,tool,24,,Line Graph Tool,Liniendiagramm,Инструмент: Линейная диаграмма
Adobe Line Tool,FALSE,tool,24,,Line Segment Tool,Liniensegment-Werkzeug,Инструмент: Отрезок линии
Adobe Planar Paintbucket Tool,FALSE,tool,24,,Live Paint Bucket Tool,Interaktiv-malen-Werkzeug,Инструмент: Быстрая заливка
Adobe Planar Face Select Tool,FALSE,tool,24,,Live Paint Selection Tool,Interaktiv-malen-Auswahlwerkzeug,Инструмент: Выделение быстрых заливок
Adobe Magic Wand Tool,FALSE,tool,24,,Magic Wand Tool,Zauberstab-Werkzeug,Инструмент: Волшебная палочка
Adobe Measure Tool,FALSE,tool,24,,Measure Tool,Mess-Werkzeug,Инструмент: Линейка
Adobe Mesh Editing Tool,FALSE,tool,24,,Mesh Tool,Gitter-Werkzeug,Инструмент: Сетка
Adobe Brush Tool,FALSE,tool,24,,Paintbrush Tool,Pinsel-Werkzeug,Инструмент: Кисть
Adobe Freehand Erase Tool,FALSE,tool,24,,Path Eraser Tool,Löschen-Werkzeug,Инструмент: Стирание контура
Adobe Pattern Tile Tool,FALSE,tool,24,,Pattern Tile Tool,Musterelement-Werkzeug,Инструмент: Элемент узора
Adobe Pen Tool,FALSE,tool,24,,Pen Tool,Zeichenstift-Werkzeug,Инструмент: Перо
Adobe Freehand Tool,FALSE,tool,24,,Pencil Tool,Buntstift-Werkzeug,Инструмент: Карандаш
Perspective Grid Tool,FALSE,tool,24,,Perspective Grid Tool,Perspektivenraster-Werkzeug,Инструмент: Сетка перспективы
Perspective Selection Tool,FALSE,tool,24,,Perspective Selection Tool,Perspektivenauswahl-Werkzeug,Инструмент: Выбор перспективы
Adobe Pie Graph Tool,FALSE,tool,24,,Pie Graph Tool,Kreisdiagramm-Werkzeug,Инструмент: Круговая диаграмма
Adobe Place Gun Tool,TRUE,tool,,,Place Tool,,
Adobe Polar Grid Tool,FALSE,tool,24,,Polar Grid Tool,Radiales-Raster-Werkzeug,Инструмент: Полярная сетка
Adobe Shape Construction Regular Polygon Tool,FALSE,tool,24,,Polygon Tool,Polygon-Werkzeug,Инструмент: Многоугольник
Adobe Page Tool,FALSE,tool,24,,Print Tiling Tool,Druckaufteilungs-Werkzeug,Инструмент: Разбиение для печати
Adobe Pucker Tool,FALSE,tool,24,,Pucker Tool,Zusammenziehen-Werkzeug,Инструмент: Втягивание
Adobe Puppet Warp Tool,FALSE,tool,24,,Puppet Warp Tool,Formgitter-Werkzeug,Инструмент: Марионеточная деформация
Adobe Radar Graph Tool,FALSE,tool,24,,Radar Graph Tool,Netzdiagramm,Инструмент: Диаграмма радар
Adobe Rectangle Shape Tool,FALSE,tool,24,,Rectangle Tool,Rechteck-Werkzeug,Инструмент: Прямоугольник
Adobe Rectangular Grid Tool,FALSE,tool,24,,Rectangular Grid Tool,Rechteckiges-Raster-Werkzeug,Инструмент: Прямоугольная сетка
Adobe Reflect Tool,FALSE,tool,24,,Reflect Tool,Spiegeln-Werkzeug,Инструмент: Зеркальное отражение
Adobe Reshape Tool,FALSE,tool,24,,Reshape Tool,Form-ändern-Werkzeug,Инструмент: Перерисовка
Adobe Rotate Tool,FALSE,tool,24,,Rotate Tool,Drehen-Werkzeug,Инструмент: Поворот
Adobe Rotate Canvas Tool,FALSE,tool,24,,Rotate View Tool,Ansichtdrehung-Werkzeug,Инструмент: Поворот вида
Adobe Rounded Rectangle Tool,FALSE,tool,24,,Rounded Rectangle Tool,Abgerundetes-Rechteck-Werkzeug,Инструмент: Прямоугольник со скругленными углами
Adobe Scale Tool,FALSE,tool,24,,Scale Tool,Skalieren-Werkzeug,Инструмент: Масштаб
Adobe Scallop Tool,FALSE,tool,24,,Scallop Tool,Ausbuchten-Werkzeug,Инструмент: Зубцы
Adobe Scatter Graph Tool,FALSE,tool,24,,Scatter Graph Tool,Streudiagramm,Инструмент: Точечная диаграмма
Adobe Scissors Tool,FALSE,tool,24,,Scissors Tool,Schere-Werkzeug,Инструмент: Ножницы
Adobe Select Tool,FALSE,tool,24,,Selection Tool,Auswahl-Werkzeug,Инструмент: Выделение
Adobe Shape Builder Tool,FALSE,tool,24,,Shape Builder Tool,Formerstellungs-Werkzeug,Инструмент: Создание фигур
Adobe Shaper Tool,FALSE,tool,24,,Shaper Tool,Shaper-Werkzeug,Инструмент: Произвольная кривая
Adobe Shear Tool,FALSE,tool,24,,Shear Tool,Verbiegen-Werkzeug,Инструмент: Наклон
Adobe Slice Tool,FALSE,tool,24,,Slice Tool,Slice-Werkzeug,Инструмент: Фрагменты
Adobe Slice Select Tool,FALSE,tool,24,,Slice Selection Tool,Slice-Auswahl-Werkzeug,Инструмент: Выделение фрагмента
Adobe Freehand Smooth Tool,FALSE,tool,24,,Smooth Tool,Glätten-Werkzeug,Инструмент: Сглаживание
Adobe Shape Construction Spiral Tool,FALSE,tool,24,,Spiral Tool,Spirale-Werkzeug,Инструмент: Спираль
Adobe Stacked Bar Graph Tool,FALSE,tool,24,,Stacked Bar Graph Tool,Gestapeltes horizontales Balkendiagramm,Инструмент: Диаграмма горизонтальный стек
Adobe Stacked Column Graph Tool,FALSE,tool,24,,Stacked Column Graph Tool,Gestapeltes vertikales Balkendiagramm,Инструмент: Диаграмма вертикальный стек
Adobe Shape Construction Star Tool,FALSE,tool,24,,Star Tool,Stern-Werkzeug,Инструмент: Звезда
Adobe Stencil Tool,TRUE,tool,,,Stencil Tool,,
Adobe Symbol Screener Tool,FALSE,tool,24,,Symbol Screener Tool,Symbol-transparent-gestalten-Werkzeug,Инструмент: Прозрачность символов
Adobe Symbol Scruncher Tool,FALSE,tool,24,,Symbol Scruncher Tool,Symbol-stauchen-Werkzeug,Инструмент: Уплотнение символов
Adobe Symbol Shifter Tool,FALSE,tool,24,,Symbol Shifter Tool,Symbol-verschieben-Werkzeug,Инструмент: Смещение символов
Adobe Symbol Sizer Tool,FALSE,tool,24,,Symbol Sizer Tool,Symbol-skalieren-Werkzeug,Инструмент: Размер символов
Adobe Symbol Spinner Tool,FALSE,tool,24,,Symbol Spinner Tool,Symbol-drehen-Werkzeug,Инструмент: Вращение символов
Adobe Symbol Sprayer Tool,FALSE,tool,24,,Symbol Sprayer Tool,Symbol-aufsprühen-Werkzeug,Инструмент: Распыление символов
Adobe Symbol Stainer Tool,FALSE,tool,24,,Symbol Stainer Tool,Symbol-färben-Werkzeug,Инструмент: Обесцвечивание символов
Adobe Symbol Styler Tool,FALSE,tool,24,,Symbol Styler Tool,Symbol-gestalten-Werkzeug,Инструмент: Стили символов
Adobe Touch Type Tool,FALSE,tool,24,,Touch Type Tool,Touch-Type-Textwerkzeug,Инструмент: Изменение текста
Adobe New Twirl Tool,FALSE,tool,24,,Twirl Tool,Strudel-Werkzeug,Инструмент: Воронка
Adobe Type Tool,FALSE,tool,24,,Type Tool,Text-Werkzeug,Инструмент: Текст
Adobe Path Type Tool,FALSE,tool,24,,Type on a Path Tool,Pfadtext-Werkzeug,Инструмент: Текст по контуру
Adobe Vertical Area Type Tool,FALSE,tool,24,,Vertical Area Type Tool,Vertikaler-Flächentext-Werkzeug,Инструмент: Вертикальный текст в области
Adobe Vertical Type Tool,FALSE,tool,24,,Vertical Type Tool,Vertikaler-Text-Werkzeug,Инструмент: Вертикальный текст
Adobe Vertical Path Type Tool,FALSE,tool,24,,Vertical Type on a Path Tool,Vertikaler-Pfadtext-Werkzeug,Инструмент: Вертикальный текст по контуру
Adobe Warp Tool,FALSE,tool,24,,Warp Tool,Verkrümmen-Werkzeug,Инструмент: Деформация
Adobe Width Tool,FALSE,tool,24,,Width Tool,Breiten-Werkzeug,Инструмент: Ширина
Adobe Wrinkle Tool,FALSE,tool,24,,Wrinkle Tool,Zerknittern-Werkzeug,Инструмент: Морщины
Adobe Zoom Tool,FALSE,tool,24,,Zoom Tool,Zoom-Werkzeug,Инструмент: Масштаб
settings,FALSE,defaults,,,Ai Command Palette Settings...,Kurzbefehle – Einstellungen …,Настройки
about,FALSE,config,,,About Ai Command Palette...,Über Kurzbefehle …,Об Ai Command Palette
buildWorkflow,FALSE,config,,,Build Workflow...,Arbeitsablauf erstellen …,Создать набор команд
editWorkflow,FALSE,config,,,Edit Workflow...,Arbeitsablauf bearbeiten …,Редактировать набор команд
loadScript,FALSE,config,,,Load Scripts...,Skripte laden …,Загрузить скрипты
hideCommand,FALSE,config,,,Hide Commands...,Befehle ausblenden …,Скрыть команды
unhideCommand,FALSE,config,,,Unhide Commands...,Befehle einblenden …,Показать команды
deleteCommand,FALSE,config,,,Delete Commands...,Befehle löschen …,Удалить команды
revealPrefFile,FALSE,config,,,Reveal Preferences File,Einstellungen-Datei anzeigen,Показать файл настроек
about,FALSE,string,,,About,Über Kurzbefehle …,О скрипте
ac_error_execution,FALSE,string,,,Error executing action:\n%1\n\n%2,Fehler beim Ausführen der Aktion:\n%1\n\n%2,Ошибка запуска операции:\n%1\n\n%2
cancel,FALSE,string,,,Cancel,Abbrechen,Отмена
cd_all,FALSE,string,,,All Built-In Menu Commands,Alle integrierten Menübefehle,Стандартные команды меню
cd_delete_confirm,FALSE,string,,,Delete Commands?\nDeleted commands will longer work in any workflows you previously created where they were used as a step.\n\n%1,Befehle löschen?\nGelöschte Befehle werden in bestehenden Arbeitsabläufen nicht mehr funktionieren.\n\n%1,"Удалить команду?\nУдаленные команды больше не будут работать в любых созданных наборах, где они использовались\n\n%1"
cd_delete_confirm_title,FALSE,string,,,Confirm Commands To Delete,Bestätigen Sie die zu löschenden Befehle.,Подтвердить удаление команд
cd_delete_select,FALSE,string,,,Select Menu Commands To Delete,Wählen Sie die zu löschenden Menübefehle aus.,Выбрать команды меню для удаления
cd_error_delete,FALSE,string,,,Command couldn't be deleted.\n%1,Befehl konnte nicht gelöscht werden.\n%1,Команда не может быть удалена\n%1
cd_error_executing,FALSE,string,,,Error executing command:\n%1\n\n%2,Fehler beim Ausführen des Befehls:\n%1\n\n%2,Ошибка запуска команды:\n%1\n\n%2
cd_helptip,FALSE,string,,,Double-click a command to add it as a workflow step below.,"Doppelklicken Sie auf einen Befehl, um ihn unten als benutzerdefinierten Schritt hinzuzufügen.","Нажмите дважды на команду, чтобы добавить ее как шаг набора"
cd_hide_confirm_title,FALSE,string,,,Confirm Commands To Hide,Auszublendende Befehle bestätigen,Подтвердить скрытие команд
cd_hide_select,FALSE,string,,,Select Menu Commands To Hide,Wählen Sie die auszublendenden Menübefehle aus.,Выбрать команды меню для скрытия
cd_invalid,FALSE,string,,,Invalid command type:\n%1,Ungültiger Befehlstyp:\n%1,Неправильный тип:\n%1
cd_none_delete,FALSE,string,,,There are no commands to delete.,Es gibt keine Befehle zum Löschen.,Нет команд для удаления
cd_none_hide,FALSE,string,,,There are no commands to hide.,Es gibt keine Befehle zum Ausblenden.,Нет команд для скрытия
cd_none_reveal,FALSE,string,,,There are no hidden commands to reveal.,Keine verborgenen Befehle vorhanden.,Нет скрытых команд
cd_q_helptip,FALSE,string,,,"Search for commands, actions, and loaded scripts.","Befehle, Aktionen und geladene Skripte suchen.","Поиск команд, операций и загруженных скриптов"
cd_reveal_confirm,FALSE,string,,,Unhide Commands?\n%1,Verborgene Befehle anzeigen?\n%1,Показать скрытые команды?\n%1
cd_reveal_confirm_title,FALSE,string,,,Confirm Commands To Unhide,Die ausgewählten Befehle anzeigen?,Подтвердить показ команд
cd_reveal_menu_select,FALSE,string,,,Select Hidden Menu Commands To Unhide,"Wählen Sie die ausgeblendeten Menübefehle aus, die angezeigt werden sollen.",Выберите скрытые команды для показа
cd_revealed_total,FALSE,string,,,Total hidden commands revealed:\n%1,"Anzahl der verborgenen Befehle, die wieder angezeigt werden:\n%1",Показано скрытых команд:\n%1
cd_search_for,FALSE,string,,,"Search for commands, actions, and loaded scripts.","Befehle, Aktionen und geladene Skripte suchen.","Поиск команд, операций и загруженных скриптов"
copyright,FALSE,string,,,Copyright 2022 Josh Duncan,,
cp_config,FALSE,string,,,Palette Settings and Configuration,Paletteneinstellungen und -konfiguration,Настройка и конфигурация панели
cp_q_helptip,FALSE,string,,,"Search for commands, actions, and loaded scripts.","Befehle, Aktionen und geladene Skripte suchen.","Поиск команд, операций и загруженных скриптов"
description,FALSE,string,,,"Boost your Adobe Illustrator efficiency with quick access to most menu commands and tools, all of your actions, and any scripts right from your keyboard. And, with custom workflows, you can combine multiple commands, actions, and scripts to get things done in your own way. Replace repetitive tasks with workflows and boost your productivity.","Steigern Sie Ihre Effizienz in Adobe Illustrator mit schnellem Zugriff auf die meisten Menübefehle und Werkzeuge sowie alle Aktionen und Skripte, die direkt über die Tastatur ausgeführt werden können. Mit benutzerdefinierten Arbeitsabläufen können Sie mehrere Befehle, Aktionen und Skripte kombinieren. Erledigen Sie wiederkehrende Aufgaben mit Arbeitsabläufen und steigern Sie Ihre Produktivität.","Повысьте скорость работы в Adobe Illustrator благодаря быстрому доступу к большинству команд меню, инструментам, всем операциям и любым загруженным скриптам прямо с клавиатуры. А пользовательские наборы позволяют комбинировать несколько команд, операций и скриптов. Замените повторяющиеся задачи наборами команд и повысьте свою производительность."
fl_error_loading,FALSE,string,,,Error loading file:\n%1,Fehler beim Laden der Datei:\n%1,Ошибка загрузки файла:\n%1
fl_error_writing,FALSE,string,,,Error writing file:\n%1,Fehler beim Schreiben der Datei:\n%1,Ошибка записи файла:\n%1
github,FALSE,string,,,Click here to learn more,Klicken Sie hier für weitere Informationen,"Нажмите, чтобы узнать больше"
sc_already_loaded,FALSE,string,,,Script already loaded.\nWould you like to replace the previous script with the new one?,Skript bereits geladen.\nMöchten Sie es ersetzen?,Скрипт уже загружен\nХотите его заменить?
sc_already_loaded_title,FALSE,string,,,Script Load Conflict,Skriptladekonflikt,Проблема загрузки скрипта
sc_error_execution,FALSE,string,,,Error executing script:\n%1\n\n%2,Fehler beim Ausführen des Skripts:\n%1\n\n%2,Ошибка запуска скрипта:\n%1\n\n%2
sc_error_exists,FALSE,string,,,Script no longer exists at original path. Try reloading.\n%1,Skript existiert nicht mehr am ursprünglichen Ort.\n%1,Скрипт не найден в указанной папке\n%1
sc_error_loading,FALSE,string,,,Error loading script:\n%1,Fehler beim Laden des Skripts:\n%1,Ошибка загрузки скрипта:\n%1
sc_none_selected,FALSE,string,,,No script files selected.\nMust be JavaScript '.js' or '.jsx' files.,Keine Skriptdateien ausgewählt.\nEs müssen JavaScript-'.js'- oder '.jsx'-Dateien sein.,Не выбраны скрипты\nФайлы JavaScript имеют расширение '.js' или '.jsx'
sc_total_loaded,FALSE,string,,,Total scripts loaded:\n%1,Geladene Skripte insgesamt:\n%1,Загружено скриптов:\n%1
script,FALSE,string,,,Script,Skript,Скрипт
step_delete,FALSE,string,,,Delete,Löschen,Удалить
step_down,FALSE,string,,,Move Down,Nach unten,Вниз
step_up,FALSE,string,,,Move Up,Nach oben,Наверх
title,FALSE,string,,,Ai Command Palette,Kurzbefehle,
tl_all,FALSE,string,,,All Built-In Tools,Alle integrierten Werkzeuge,Стандартные инструменты
tl_error_selecting,FALSE,string,,,Error selecting tool:\n%1\n\n%2,Fehler beim Auswählen des Werkzeugs:\n%1\n\n%2,Ошибка выбора инструмента:\n%1\n\n%2
tl_none_available,FALSE,string,,,No tools are currently available.,Zurzeit sind keine Werkzeuge verfügbar.,Инструменты в данный момент недоступны
version,FALSE,string,,,Version %1,Ausführung %1,версия %1
wf_already_exists,FALSE,string,,,A workflow with that name already exists.\nWould you like to overwrite the previous workflow with the new one?,Ein Arbeitsablauf mit diesem Namen existiert bereits.\nSoll der bestehende Arbeitsablauf überschrieben werden?,Набор с таким именем уже существует\nХотите перезаписать предыдущий?
wf_already_exists_title,FALSE,string,,,Save Workflow Conflict,Arbeitsablauf-Konflikt speichern?,Проблема сохранения набора
wf_builder,FALSE,string,,,Workflow Builder,Arbeitsabläufe erstellen,Редактор наборов команд
wf_choose,FALSE,string,,,Choose A Workflow To Edit,Wählen Sie einen Arbeitsablauf zum Bearbeiten aus.,Выберите набор для редактирования
wf_error_saving,FALSE,string,,,Error saving workflow:\n%1,Fehler beim Speichern des Arbeitsablaufs:\n%1,Ошибка сохранения набора:\n%1
